Symbol,Name,ISIN,Exchange,Sector,Series
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,INE449A01011,NSE,Unknown,BE
AUTOBEES,NIPPONAMC - NETFAUTO,INF204KC1337,NSE,Unknown,EQ
AUTOCORP,AUTOMOBILE CORP OF GOA LT,INE016201019,NSE,Unknown,EQ
AUTOIETF,ICICIPRAMC - ICICIAUTO,INF109KC10V2,NSE,Unknown,EQ
AUTOIND,AUTOLINE INDUSTRIES LTD,INE718H01014,NSE,Unknown,BE
AUTOLEC,AUTOLEC INDUSTRIES LTD.,INE134C01015,NSE,Unknown,BE
AUTOLITIND,AUTOLITE (INDIA) LIMITED,INE448A01013,NSE,Unknown,BE
AUTOPALIND,AUTOPAL INDUSTRIES LTD,INE016401015,NSE,Unknown,EQ
AUTORIDFIN,AUTORIDERS FINANCE LTD.,INE450A01019,NSE,Unknown,BE
AVADHSUGAR,AVADH SUG & ENERGY LTD,INE349W01017,NSE,Unknown,BE
AVALON,AVALON TECHNOLOGIES LTD,INE0LCL01028,NSE,Unknown,BE
AVANTEL,AVANTEL LIMITED,INE005B01027,NSE,Unknown,BE
AVANTIFEED,AVANTI FEEDS LIMITED,INE871C01038,NSE,Unknown,BE
AVERY,AVERY INDIA LTD-DEPO,INE906A01010,NSE,Unknown,BE
AVG,AVG LOGISTICS LIMITED,INE680Z01018,NSE,Unknown,BE
AVIANSH,AVI ANSH TEXTILE LIMITED,INE0TFB01017,NSE,Unknown,SM
AVL,ADITYA VISION LIMITED,INE679V01027,NSE,Unknown,BE
AVONIND,AVON INDUSTRIES LTD,INE446301017,NSE,Unknown,EQ
AVPINFRA,AVP INFRACON LIMITED,INE0R9401019,NSE,Unknown,SM
AVROIND,AVRO INDIA LIMITED,INE652Z01017,NSE,Unknown,BE
AVSL,AVSL INDUSTRIES LIMITED,INE522V01011,NSE,Unknown,SM
AVTNPL,AVT NATURAL PRODUCTS LTD,INE488D01021,NSE,Unknown,BE
AWFIS,AWFIS SPACE SOLUTIONS LTD,INE108V01019,NSE,Unknown,BE
AWHCL,ANTONY WASTE HDG CELL LTD,INE01BK01022,NSE,Unknown,BE
AWL,AWL AGRI BUSINESS LIMITED,INE699H01024,NSE,Unknown,BE
AXISBANK,AXIS BANK LIMITED,INE238A01034,NSE,Unknown,BE
AXISBNKETF,AXISAMC - AXISBNKETF,INF846K01X63,NSE,Unknown,EQ
AXISBPSETF,AXISAMC - AXISBPSETF,INF846K01Z04,NSE,Unknown,EQ
AXISCADES,AXISCADES TECH LTD,INE555B01013,NSE,Unknown,BE
AXISCETF,AXISAMC - AXISCETF,INF846K016C7,NSE,Unknown,EQ
AXISGOLD,AXIS MF - AXIS GOLD ETF,INF846K01W80,NSE,Unknown,EQ
AXISHCETF,AXISAMC - AXISHCETF,INF846K01Z12,NSE,Unknown,EQ
AXISILVER,AXISAMC - AXISILVER,INF846K011K1,NSE,Unknown,EQ
AXISNIFTY,AXISAMC - AXISNIFTY,INF846K01W98,NSE,Unknown,EQ
AXISTECETF,AXISAMC - AXISTECETF,INF846K01Y96,NSE,Unknown,EQ
AXISVALUE,AXISAMC - AXISVALUE,INF846KA1119,NSE,Unknown,EQ
AXITA,AXITA COTTON LIMITED,INE02EZ01022,NSE,Unknown,BE
AXSENSEX,AXISAMC - AXSENSEX,INF846K010Q0,NSE,Unknown,EQ
AYMSYNTEX,AYM SYNTEX LIMITED,INE193B01039,NSE,Unknown,BE
AZAD,AZAD ENGINEERING LIMITED,INE02IJ01035,NSE,Unknown,BE
BABAFOOD,BABA AGRO FOOD LIMITED,INE672X01010,NSE,Unknown,SM
BABAFP,BABA FOOD PROCESSING,INE0QW501012,NSE,Unknown,SM
BAFNAPH,BAFNA PHARMACEUTICALS LTD,INE878I01022,NSE,Unknown,BE
BAFNAPHARM,BAFNA PHARMACEUTICALS L,INE878I01014,NSE,Unknown,BE
BAGFILMS,B.A.G FILMS AND MEDIA LTD,INE116D01028,NSE,Unknown,BE
BAGWATIGAS,BHAGWATI GASES LTD.,INE447201018,NSE,Unknown,EQ
BAHETI,BAHETI RECYCLING IND LTD,INE029Q01017,NSE,Unknown,SM
BAIDFIN,BAID FINSERV LIMITED,INE020D01022,NSE,Unknown,BE
BAJAJCON,BAJAJ CONSUMER CARE LTD,INE933K01021,NSE,Unknown,BE
BAJAJELEC,BAJAJ ELECT.LTD,INE193E01025,NSE,Unknown,BE
BAJAJFINSV,BAJAJ FINSERV LTD.,INE918I01026,NSE,Unknown,BE
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,INE377Y01014,NSE,Unknown,BE
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,INE306A01021,NSE,Unknown,BE
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,INE118A01012,NSE,Unknown,BE
BAJAJINDEF,INDEF MANUFACTURING LTD,INE0O9T01021,NSE,Unknown,BE
BAJEL,BAJEL PROJECTS LIMITED,INE0KQN01018,NSE,Unknown,BE
BAJFINANCE,BAJAJ FINANCE LIMITED,INE296A01032,NSE,Unknown,BE
BAKELHYLAM,BAKELITE HYLAM LTD.,INE019301014,NSE,Unknown,EQ
BALAJEE,SHREE TIRUPATI BALAJEE L,INE0S2G01011,NSE,Unknown,BE
BALAJHOTEL,BALAJIHOTELS-ROLL SETT,INE454A01011,NSE,Unknown,BE
BALAJIDIST,BALAJI DISTILLERIES LTD.,INE453A01013,NSE,Unknown,BE
BALAJIIND,BALAJIINDCORPORATION LTD.,INE455A01018,NSE,Unknown,BE
BALAJIPHOS,BALAJI PHOSPHATES LIMITED,INE0PQ601019,NSE,Unknown,SM
BALAJITELE,BALAJI TELEFILMS LTD.,INE794B01026,NSE,Unknown,BE
BALAMINES,BALAJI AMINES LIMITED,INE050E01027,NSE,Unknown,BE
BALAXI,BALAXI PHARMA LTD,INE618N01022,NSE,Unknown,BE
BALKRISHNA,BALKRISHNA PAPER MILLS L,INE875R01011,NSE,Unknown,BE
BALKRISIND,BALKRISHNA IND. LTD,INE787D01026,NSE,Unknown,BE
BALLARPUR,BALLARPUR INDUSTRIES LTD,INE294A01037,NSE,Unknown,BE
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,INE164A01016,NSE,Unknown,BE
BALPHARMA,BAL PHARMA LTD.,INE083D01012,NSE,Unknown,BE
BALRAMCHIN,BALRAMPUR CHINI - DEP SET,INE119A01028,NSE,Unknown,BE
BALUFORGE,BALU FORGE INDUSTRIES LTD,INE011E01029,NSE,Unknown,BE
BALURTRANS,BALURGHAT TECHNOLOGIES LT,INE447101010,NSE,Unknown,EQ
BANARBEADS,BANARASBEADSLTD-ROLLSETT,INE655B01011,NSE,Unknown,BE
BANARISUG,BANNARI AMMAN SUGAR LTD.,INE459A01010,NSE,Unknown,BE
BANCOINDIA,BANCO PRODUCTS (I) LTD,INE213C01025,NSE,Unknown,BE
BANCOPROD,BANCOPRODUCTS INDIA LTD.,INE213C01017,NSE,Unknown,BE
BANDHANBNK,BANDHAN BANK LIMITED,INE545U01014,NSE,Unknown,BE
BANG,BANG OVERSEAS LTD.,INE863I01016,NSE,Unknown,BE
BANKA,BANKA BIOLOO LIMITED,INE862Y01015,NSE,Unknown,BE
BANKBARODA,BOB - DEPO SETT,INE028A01039,NSE,Unknown,BE
BANKBEES,NIP IND ETF BANK BEES,INF204KB15I9,NSE,Unknown,EQ
BANKBETF,BFAM - BANKBETF,INF0QA701714,NSE,Unknown,EQ
BANKETF,MIRAEAMC - BANKETF,INF769K01KR3,NSE,Unknown,EQ
BANKETFADD,DSPAMC - DSPBANKETF,INF740KA1RX3,NSE,Unknown,EQ
BANKIETF,ICICIPRAMC - IPRU5008,INF109KC15I8,NSE,Unknown,EQ
BANKINDIA,BANK OF INDIA - DEPO. SET,INE084A01016,NSE,Unknown,BE
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,INF174K01F59,NSE,Unknown,EQ
BANKPSU,MIRAEAMC - BANKPSU,INF769K01LZ4,NSE,Unknown,EQ
BANSAL,BANSAL MULTIFLEX LIMITED,INE668X01018,NSE,Unknown,SM
BANSWRAS,BANSWARA SYNTEX LIMITED,INE629D01020,NSE,Unknown,BE
BARBEQUE,BARBEQUE NATION HOSP. LTD,INE382M01027,NSE,Unknown,BE
BARFLEX,BARFLEX POLYFILMS LIMITED,INE0QX401014,NSE,Unknown,SM
BARODARAYN,BARODA RAYON CO LTD,INE022701010,NSE,Unknown,EQ
BARTRONICS,BARTRONICS INDIA LIMITED,INE855F01034,NSE,Unknown,BE
BASF,BASF INDIA LTD- DEPO SETT,INE373A01013,NSE,Unknown,BE
BASILIC,BASILIC FLY STUDIO LTD,INE0OCC01013,NSE,Unknown,SM
BASML,BANNARI AM SPIN MILL LTD.,INE186H01022,NSE,Unknown,BE
BATAINDIA,BATA INDIA DEP RS,INE176A01028,NSE,Unknown,BE
BAUSCHLOMB,RAYBAN SUN OPTICS IND LTD,INE854A01012,NSE,Unknown,BE
BAWEJA,BAWEJA STUDIOS LIMITED,INE0JFJ01011,NSE,Unknown,SM
BAYERCROP,BAYER CROPSCIENCE LTD,INE462A01022,NSE,Unknown,BE
BBETF0432,EDELAMC - BBETF0432,INF754K01OB1,NSE,Unknown,EQ
BBL,BHARAT BIJLEE LTD,INE464A01036,NSE,Unknown,BE
BBNPNBETF,BARODABNP - BBNPNBETF,INF251K01TL6,NSE,Unknown,EQ
BBOX,BLACK BOX LIMITED,INE676A01027,NSE,Unknown,BE
BBTC,BOMBAY BURMAH TRAD CORP,INE050A01025,NSE,Unknown,BE
BBTCL,B&B TRIPLEWALL CONT LTD,INE01EE01011,NSE,Unknown,BE
BCG,BRIGHTCOM GROUP LIMITED,INE425B01027,NSE,Unknown,BE
BCLIND,BCL INDUSTRIES LIMITED,INE412G01024,NSE,Unknown,BE
BCONCEPTS,BRAND CONCEPTS LIMITED,INE977Y01011,NSE,Unknown,BE
BCP,B.C. POWER CONTROLS LTD,INE905P01028,NSE,Unknown,BE
BDL,BHARAT DYNAMICS LIMITED,INE171Z01026,NSE,Unknown,BE
BEACON,BEACON TRUSTEESHIP LTD,INE639X01027,NSE,Unknown,SM
BEARDSELL,BEARDSELL LIMITED,INE520H01022,NSE,Unknown,BE
BECTORFOOD,MRS BECTORS FOOD SPE LTD,INE495P01012,NSE,Unknown,BE
BEDMUTHA,BEDMUTHA INDUST LTD,INE844K01012,NSE,Unknown,BE
BEL,BHARAT ELECT LTD-DEPO SET,INE263A01024,NSE,Unknown,BE
BELCONTROL,BELLS CONTROLS LTD,INE025C01015,NSE,Unknown,BE
BELLACASA,BELLA CASA FASH AND RET L,INE344T01014,NSE,Unknown,BE
BELLARYSTL,BELLARYSTEELS-ROLLSETT,INE166C01017,NSE,Unknown,BE
BELRISE,BELRISE INDUSTRIES LTD,INE894V01022,NSE,Unknown,BE
BEML,BEML LIMITED,INE258A01016,NSE,Unknown,BE
BEPL,BHANSALI ENG. POLYMERS LT,INE922A01025,NSE,Unknown,BE
BERGEPAINT,BERGER PAINTS(I)LTD,INE463A01038,NSE,Unknown,BE
BESTAGRO,BEST AGROLIFE LIMITED,INE052T01013,NSE,Unknown,BE
BESTAVISON,BESTA VISION ELECTRONICS,INE025201018,NSE,Unknown,EQ
BETA,BETA DRUGS LIMITED,INE351Y01019,NSE,Unknown,SM
BETANAPTOL,BETA NAPHTHOL LTD,INE025301016,NSE,Unknown,EQ
BEWLTD,BEW ENGINEERING LIMITED,INE0HQI01014,NSE,Unknown,SM
BFINVEST,BF INVESTMENT LIMITED,INE878K01010,NSE,Unknown,BE
BFSI,MIRAEAMC - MAFSETF,INF769K01HI8,NSE,Unknown,EQ
BFUTILITIE,BF UTILITIES LIMITED,INE243D01012,NSE,Unknown,BE
BGLOBAL,BHARATIYA GLOBAL INFO LTD,INE224M01013,NSE,Unknown,BE
BHADORA,BHADORA INDUSTRIES LTD,INE0ZRC01017,NSE,Unknown,SM
BHAGCHEM,BHAGIRADHA CHEM & INDS L,INE414D01027,NSE,Unknown,BE
BHAGERIA,BHAGERIA INDUSTRIES LTD,INE354C01027,NSE,Unknown,BE
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,INE458B01036,NSE,Unknown,BE
BHAGYAPROP,BHAGYANAGAR PRO LTD,INE363W01018,NSE,Unknown,BE
BHANDARI,BHANDARI HOSIERY EXP LTD,INE474E01029,NSE,Unknown,BE
BHARATFORG,BHARAT FORGE LTD,INE465A01025,NSE,Unknown,BE
BHARATGEAR,BHARAT GEARS LTD,INE561C01019,NSE,Unknown,BE
BHARATHOT,BHARAT HOTELS LTD,INE466A01015,NSE,Unknown,BE
BHARATIDIL,BHARATI DEF & INFRA LTD,INE673G01013,NSE,Unknown,BE
BHARATRAS,BHARAT RASAYAN LTD,INE838B01013,NSE,Unknown,BE
BHARATSE,BHARAT SEATS LIMITED,INE415D01024,NSE,Unknown,BE
BHARTIARTL,BHARTI AIRTEL LIMITED,INE397D01024,NSE,Unknown,BE
BHARTIHEXA,BHARTI HEXACOM LIMITED,INE343G01021,NSE,Unknown,BE
BHEL,BHARAT HEAVY ELEC-DEPSET,INE257A01026,NSE,Unknown,BE
BHUPENCAP,BHUPENDRA CAP & FINANCE,INE030601012,NSE,Unknown,EQ
BIGBLOC,BIGBLOC CONSTRUCTION LTD,INE412U01025,NSE,Unknown,BE
BIHARALLOY,UMI SPECIAL STEEL LTD,INE447501011,NSE,Unknown,EQ
BIHARCAUST,BIHARCAUSTIC-ROLL SETT,INE605B01016,NSE,Unknown,BE
BIHARSPONG,BIHAR SPONGE IRON LTD.,INE031301018,NSE,Unknown,EQ
BIKAJI,BIKAJI FOODS INTERN LTD,INE00E101023,NSE,Unknown,BE
BIKEWO,BIKEWO GREEN TECH LIMITED,INE0SQH01013,NSE,Unknown,SM
BIL,BHARTIYA INETRNATIONAL LT,INE828A01016,NSE,Unknown,BE
BILENERGY,BIL ENERGY SYSTEMS LTD,INE607L01029,NSE,Unknown,BE
BILPOWER,BILPOWER LIMITED,INE952D01018,NSE,Unknown,BE
BILVYAPAR,BIL VYAPAR LIMITED,INE071A01013,NSE,Unknown,BE
BIMETBRG,BIMETAL BEARINGS LTD,INE469A01019,NSE,Unknown,BE
BIOCON,BIOCON LIMITED,INE376G01013,NSE,Unknown,BE
BIOFILCHEM,BIOFIL CHEM & PHARMA LTD.,INE829A01014,NSE,Unknown,BE
BIRDYS,GRILL SPLENDOUR SER LTD,INE0PC901019,NSE,Unknown,SM
BIRLACABLE,BIRLA CABLE LIMITED,INE800A01015,NSE,Unknown,BE
BIRLACORPN,BIRLA CORPORATION LTD,INE340A01012,NSE,Unknown,BE
BIRLAMONEY,ADITYA BIRLA MONEY LTD,INE865C01022,NSE,Unknown,BE
BIRLANU,BIRLANU LIMITED,INE557A01011,NSE,Unknown,BE
BIRLAYAMAH,BIRLA YAMAHA LTD,INE224B01016,NSE,Unknown,BE
BKMINDST,BKM INDUSTRIES LIMITED,INE831Q01016,NSE,Unknown,BE
BLACKBUCK,BLACKBUCK LIMITED,INE0UIZ01018,NSE,Unknown,BE
BLAL,BEML LAND ASSETS LIMITED,INE0N7W01012,NSE,Unknown,BE
BLBLIMITED,BLB LIMITED,INE791A01024,NSE,Unknown,BE
BLISSGVS,BLISS GVS PHARMA LTD,INE416D01022,NSE,Unknown,BE
BLKASHYAP,B.L.KASHYAP & SON LTD,INE350H01032,NSE,Unknown,BE
BLS,BLS INTL SERVS LTD,INE153T01027,NSE,Unknown,BE
BLSE,BLS E-SERVICES LIMITED,INE0NLT01010,NSE,Unknown,BE
BLUEBLENDS,BLUE BLENDS (I) LTD,INE113O01014,NSE,Unknown,BE
BLUECHIP,BLUE CHIP INDIA LIMITED,INE657B01025,NSE,Unknown,BE
BLUECOAST,BLUE COAST HOTELS LIMITED,INE472B01011,NSE,Unknown,BE
BLUEDART,BLUE DART EXPRESS LTD.,INE233B01017,NSE,Unknown,BE
BLUEJET,BLUE JET HEALTHCARE LTD,INE0KBH01020,NSE,Unknown,BE
BLUEPEBBLE,BLUE PEBBLE LIMITED,INE0SAK01011,NSE,Unknown,SM
BLUESTARCO,BLUE STAR LIMITED DEPO,INE472A01039,NSE,Unknown,BE
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,INE304W01038,NSE,Unknown,BE
BLUEWATER,BLUE WATER LOGISTICS LTD,INE0X3M01010,NSE,Unknown,SM
BLUSPRING,BLUSPRING ENTERPRISES LTD,INE0U4101014,NSE,Unknown,BE
BMETRICS,BOMBAY METRICS S C LTD,INE0I3Y01014,NSE,Unknown,SM
BMWVENTLTD,BMW VENTURES LIMITED,INE965W01036,NSE,Unknown,BE
BODALCHEM,BODAL CHEMICALS LTD,INE338D01028,NSE,Unknown,BE
BOHRA,BOHRA INDUSTRIES LIMITED,INE802W01015,NSE,Unknown,SM
BOHRAIND,BOHRA INDUSTRIES LIMITED,INE802W01023,NSE,Unknown,BE
BOMDYEING,BOM DYEING - DEPO SETT.,INE032A01023,NSE,Unknown,BE
BORANA,BORANA WEAVES LIMITED,INE16SF01016,NSE,Unknown,BE
BOROGLASS,BOROSIL GLASS WORKS LTD.,INE036101017,NSE,Unknown,EQ
BOROLTD,BOROSIL LIMITED,INE02PY01013,NSE,Unknown,BE
BOROSCI,BOROSIL SCIENTIFIC LTD,INE02L001032,NSE,Unknown,BE
BOSCHLTD,BOSCH LIMITED,INE323A01026,NSE,Unknown,BE
BOSS,BOSS PACKAGING SOLU LTD,INE0QNI01012,NSE,Unknown,SM
BPCL,BPCL - DEPO. SETT,INE029A01011,NSE,Unknown,BE
BPL,BPL LTD,INE110A01019,NSE,Unknown,BE
BRACEPORT,BRACE PORT LOGISTICS LTD,INE0R4Z01018,NSE,Unknown,SM
BRFL,BOMBAY RAYON FASHIONS LTD,INE589G01011,NSE,Unknown,BE
BRIGADE,BRIGADE ENTER. LTD,INE791I01019,NSE,Unknown,BE
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,INE03NU01014,NSE,Unknown,BE
BRIGHT,BRIGHT SOLAR LIMITED,INE684Z01010,NSE,Unknown,SM
BRIGHTBROS,BRIGHT BROTHERS LTD,INE538901013,NSE,Unknown,EQ
BRITANNIA,BRITANNIA INDUST.DEP SETT,INE216A01030,NSE,Unknown,BE
BRITEAUTO,BRITE AUTOMOTIVE & PLAST,INE037101016,NSE,Unknown,EQ
BRNL,BHARAT ROAD NETWORK LTD,INE727S01012,NSE,Unknown,BE
BROOKS,BROOKS LAB LIMITED,INE650L01011,NSE,Unknown,BE
BSE,BSE LIMITED,INE118H01025,NSE,Unknown,BE
BSE500IETF,ICICIPRAMC - ICICI500,INF109KC1V59,NSE,Unknown,EQ
BSELINFRA,BSEL INFRASTRUCTURE REALT,INE395A01016,NSE,Unknown,BE
BSHSL,BOMBAY SUPER HYBRID SEEDS,INE032Z01012,NSE,Unknown,SM
BSHSL,BOMBAY SUPER HYBRID SEEDS,INE032Z01020,NSE,Unknown,BE
BSI,BSI LTD.,INE446901014,NSE,Unknown,EQ
BSL,BSL LTD,INE594B01012,NSE,Unknown,BE
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,INF209KB18D3,NSE,Unknown,EQ
BSLIMITED,BS LIMITED,INE043K01029,NSE,Unknown,BE
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,INF209KB19D1,NSE,Unknown,EQ
BSLSENETFG,BIRLASLAMC - BSLSENETFG,INF209KB10E8,NSE,Unknown,EQ
BSOFT,BIRLASOFT LIMITED,INE836A01035,NSE,Unknown,BE
BTML,BODHI TREE MULTIMEDIA LTD,INE0EEJ01023,NSE,Unknown,BE
BTML,BODHI TREE MULTIMEDIA LTD,INE0EEJ01015,NSE,Unknown,SM
BTWIND,BTW INDUSTRIES LTD,INE037601015,NSE,Unknown,EQ
BULKCORP,BULKCORP INTERNATIONAL L,INE0SZ301012,NSE,Unknown,SM
BURNPUR,BURNPUR CEMENT LTD.,INE817H01014,NSE,Unknown,BE
BURRBROWN,BURR BROWN (I) LTD,INE038101015,NSE,Unknown,EQ
BURRWELCOM,BURRWELCOM DEP RS,INE157A01010,NSE,Unknown,BE
BUTTERFLY,BTRFLY GANDHI APPL LTD,INE295F01017,NSE,Unknown,BE
BUWALKASTL,BHUWALKA STEEL INDUS. LTD,INE031001014,NSE,Unknown,EQ
BVCL,BARAK VALLEY CEM. LTD.,INE139I01011,NSE,Unknown,BE
BYKE,THE BYKE HOSPITALITY LTD,INE319B01014,NSE,Unknown,BE
C2C,C2C ADVANCED SYSTEMS LTD,INE0U7V01015,NSE,Unknown,SM
CABOTINDIA,CABOT INDIA LTD,INE144B01016,NSE,Unknown,BE
CADBURY,CADBURY - DEPO. SETT.,INE184A01014,NSE,Unknown,BE
CADSYS,CADSYS (INDIA) LIMITED,INE090Y01013,NSE,Unknown,SM
CALSOFT,CALIFORNIA SOFTWARE CO LT,INE526B01014,NSE,Unknown,BE
CAMLINFINE,CAMLIN FINE SCIENCES LTD,INE052I01032,NSE,Unknown,BE
CAMPALLIED,CAMPHOR AND ALLIED PRODUC,INE039601013,NSE,Unknown,EQ
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,INE278Y01022,NSE,Unknown,BE
CAMS,COMPUTER AGE MNGT SER LTD,INE596I01012,NSE,Unknown,BE
CANARYS,CANARYS AUTOMATIONS LTD,INE0QG301017,NSE,Unknown,SM
CANBK,CANARA BANK,INE476A01022,NSE,Unknown,BE
CANDC,C&C CONST. LTD.,INE874H01015,NSE,Unknown,BE
CANFINHOME,CANFIN HOMES LTD,INE477A01020,NSE,Unknown,BE
CANTABIL,CANTABIL RETAIL LTD,INE068L01024,NSE,Unknown,BE
CAPACITE,CAPACITE INFRAPROJECT LTD,INE264T01014,NSE,Unknown,BE
CAPITALSFB,CAPITAL SMALL FIN BANK L,INE646H01017,NSE,Unknown,BE
CAPLIPOINT,CAPLIN POINT LAB LTD.,INE475E01026,NSE,Unknown,BE
CAPRIHANS,CAPRIHANS INDIA LTD.,INE479A01018,NSE,Unknown,BE
CAPTRUST,CAPITAL TRUST LIMITED,INE707C01018,NSE,Unknown,BE
CARBORUNIV,CARBORUNDUM UNIV LTD.,INE120A01034,NSE,Unknown,BE
CARRARO,CARRARO INDIA LIMITED,INE0V7W01012,NSE,Unknown,BE
CARRIERAIR,CARRIER AIRCON LTD DEPO,INE480A01016,NSE,Unknown,BE
CARTRADE,CARTRADE TECH LIMITED,INE290S01011,NSE,Unknown,BE
CARYSIL,CARYSIL LIMITED,INE482D01024,NSE,Unknown,BE
CASHIETF,ICICIPRAMC - CASHIETF,INF109K1A021,NSE,Unknown,EQ
CASTEXTECH,CASTEX TECHNOLOGIES LTD.,INE068D01021,NSE,Unknown,BE
CASTROLIND,CASTROL INDIA LIMITED,INE172A01027,NSE,Unknown,BE
CBAZAAR,NET AVENUE TECHNOLOGIES L,INE518X01015,NSE,Unknown,SM
CCCL,CONS. CONST. CONSORT LTD,INE429I01024,NSE,Unknown,BE
CCHHL,COUNTRY CLUB HOSP HOL LTD,INE652F01027,NSE,Unknown,BE
CCI,CABLE CORPORATION-DEPO,INE475A01016,NSE,Unknown,BE
CCL,CCL PRODUCTS (I) LTD,INE421D01022,NSE,Unknown,BE
CDSL,CENTRAL DEPO SER (I) LTD,INE736A01011,NSE,Unknown,BE
CEATLTD,CEAT LIMITED,INE482A01020,NSE,Unknown,BE
CEDAAR,CEDAAR TEXTILE LIMITED,INE11J101017,NSE,Unknown,SM
CEENIKEXPO,CEENIK EXPORTS (I) LTD,INE539101013,NSE,Unknown,EQ
CEIGALL,CEIGALL INDIA LIMITED,INE0AG901020,NSE,Unknown,BE
CELEBRITY,CELEBRITY FASHIONS LTD,INE185H01016,NSE,Unknown,BE
CELESTE,CELESTE INTERNATIONAL LTD,INE042801014,NSE,Unknown,EQ
CELESTIAL,CELESTIAL BIOLABS LTD,INE221I01017,NSE,Unknown,BE
CELLECOR,CELLECOR GADGETS LIMITED,INE0OMO01025,NSE,Unknown,SM
CELLO,CELLO WORLD LIMITED,INE0LMW01024,NSE,Unknown,BE
CELLPOINT,CELL POINT (INDIA) LTD,INE0O0001013,NSE,Unknown,SM
CEMPRO,CEMINDIA PROJECTS LIMITED,INE686A01026,NSE,Unknown,BE
CENTAKCHEM,CENTAK CHEMICALS LTD,INE942A01015,NSE,Unknown,BE
CENTENKA,CENTURY ENKA LTD.,INE485A01015,NSE,Unknown,BE
CENTEXT,CENTURY EXTRUSIONS LTD,INE281A01026,NSE,Unknown,BE
CENTRALBK,CENTRAL BANK OF INDIA,INE483A01010,NSE,Unknown,BE
CENTRLROAD,CENTRAL  ROADLINES CORPN,INE043601017,NSE,Unknown,EQ
CENTRUM,CENTRUM CAPITAL LIMITED,INE660C01027,NSE,Unknown,BE
CENTUM,CENTUM ELECTRONICS LTD,INE320B01020,NSE,Unknown,BE
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,INE348B01021,NSE,Unknown,BE
CERA,CERA SANITARYWARE LTD,INE739E01017,NSE,Unknown,BE
CESC,CESC - DEPO,INE486A01021,NSE,Unknown,BE
CEWATER,CONCORD ENVIRO SYSTEMS L,INE037Z01029,NSE,Unknown,BE
CGCL,CAPRI GLOBAL CAPITAL LTD,INE180C01042,NSE,Unknown,BE
CGGLASS,CG GLASS LTD,INE045001018,NSE,Unknown,EQ
CGPOWER,CG POWER AND IND SOL LTD,INE067A01029,NSE,Unknown,BE
CGRAPHICS,CREATIVE GRAPHICS S IND L,INE0R7401011,NSE,Unknown,SM
CHALET,CHALET HOTELS LIMITED,INE427F01016,NSE,Unknown,BE
CHAMBLFERT,CHAMBAL FERT - DEPO SETT.,INE085A01013,NSE,Unknown,BE
CHAMUNDA,CHAMUNDA ELECTRICAL LTD,INE11HG01018,NSE,Unknown,SM
CHANDAN,CHANDAN HEALTHCARE LTD,INE0B2N01016,NSE,Unknown,SM
CHAVDA,CHAVDA INFRA LIMITED,INE0PT101017,NSE,Unknown,SM
CHEMBOND,CHEMBOND MATERIALTECH LTD,INE995D01025,NSE,Unknown,BE
CHEMBONDCH,CHEMBOND CHEMICAL LIMITED,INE0TGX01019,NSE,Unknown,BE
CHEMCON,CHEMCON SPECIAL CHEM LTD,INE03YM01018,NSE,Unknown,BE
CHEMFAB,CHEMFAB ALKALIS LIMITED,INE783X01023,NSE,Unknown,BE
CHEMOXSEC,CHEMOX SECURITIES LTD,INE047001016,NSE,Unknown,EQ
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,INE488A01050,NSE,Unknown,BE
CHENNPETRO,CHENNAI PETRO CORP LTD DE,INE178A01016,NSE,Unknown,BE
CHETANA,CHETANA EDUCATION LIMITED,INE0U1T01012,NSE,Unknown,SM
CHETNADCEM,CHETTINAD CEMENT LTD.,INE132B01011,NSE,Unknown,BE
CHEVIOT,CHEVIOT COMPANY LIMITED,INE974B01016,NSE,Unknown,BE
CHOICEIN,CHOICE INTERNATIONAL LTD,INE102B01014,NSE,Unknown,BE
CHOKAINTL,CHOKHANI INTERNATIONAL LT,INE448401013,NSE,Unknown,EQ
CHOKSITUBE,CHOKSI TUBE CO. LTD,INE048501014,NSE,Unknown,EQ
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,INE121A01024,NSE,Unknown,BE
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,INE149A01033,NSE,Unknown,BE
CHOWGULSTM,CHOWGUL STEAMSHIP DEPO,INE490A01015,NSE,Unknown,BE
CHROMATIC,CHROMATIC INDIA LTD,INE662C01015,NSE,Unknown,BE
CIBASPEC,CIBA SPEC. (I) LTD - DEPO,INE908A01016,NSE,Unknown,BE
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,INE536H01010,NSE,Unknown,BE
