Symbol,Name,ISIN,Series,yfinance_symbol,Symbol_NSE,Symbol_BSE,BSE_Code
NIRMAN,NIRMAN AGRI GENTICS LTD,INE0OK701014,SM,NIRMAN.NS,NIRMAN,,
NITCO,NITCO LIMITED,INE858F01012,BE,NITCO.NS,NITCO,NITCO,532722.0
NITINFIRE,NITIN FIRE PROT IND. LTD.,INE489H01020,BE,NITINFIRE.NS,NITINFIRE,,
NITINSPIN,NITIN SPINNERS LIMITED,INE229H01012,BE,NITINSPIN.NS,NITINSPIN,NITINSPIN,532698.0
NITIRAJ,NITIRAJ ENGINEERS LTD,INE439T01012,BE,NITIRAJ.NS,NITIRAJ,,
NIVABUPA,NIVA BUPA HEALTH INS CO L,INE995S01015,BE,NIVABUPA.NS,NIVABUPA,NIVABUPA,544286.0
NKIND,NKINDUSTRIES LTD,INE542C01019,BE,NKIND.NS,NKIND,NKIND,519494.0
NLCINDIA,NLC INDIA LIMITED,INE589A01014,BE,NLCINDIA.NS,NLCINDIA,NLCINDIA,513683.0
NMDC,NMDC LTD.,INE584A01023,BE,NMDC.NS,NMDC,NMDC,526371.0
NMSTEEL,NEWMALAYALAM STEEL LTD,INE0TP801012,SM,NMSTEEL.NS,NMSTEEL,,
NOCIL,NOCIL LIMITED,INE163A01018,BE,NOCIL.NS,NOCIL,NOCIL,500730.0
NOESISIND,NOESIS INDUSTRIES LIMITED,INE141B01020,BE,NOESISIND.NS,NOESISIND,,
NOIDATOLL,NOIDA TOLL BRIDGE CO LTD,INE781B01015,BE,NOIDATOLL.NS,NOIDATOLL,NOIDATOLL,532481.0
NORBTEAEXP,NORBEN TEA &EXPORTS LTD,INE369C01017,BE,NORBTEAEXP.NS,NORBTEAEXP,NORBTEAEXP,519528.0
NORTHARC,NORTHERN ARC CAPITAL LTD,INE850M01015,BE,NORTHARC.NS,NORTHARC,NORTHARC,544260.0
NORTHSUG,NORTHLAND SUGAR COM. LTD,INE219501017,EQ,NORTHSUG.NS,NORTHSUG,,
NOVAAGRI,NOVA AGRITECH LIMITED,INE02H701025,BE,NOVAAGRI.NS,NOVAAGRI,NOVAAGRI,544100.0
NOVARTIND,NOVARTIS INDIA LIMITED,INE234A01025,BE,NOVARTIND.NS,NOVARTIND,NOVARTIND,500672.0
NPBET,TATAAML - NPBET,INF277K010X4,EQ,NPBET.NS,NPBET,,
NPST,NETWORK PEOPLE SRV TECH L,INE0FFK01017,BE,NPST.NS,NPST,NPST,544396.0
NRAIL,N R AGARWAL INDS LTD,INE740D01017,BE,NRAIL.NS,NRAIL,NRAIL,516082.0
NRBBEARING,NRB BEARING LTD,INE349A01021,BE,NRBBEARING.NS,NRBBEARING,NRBBEARING,530367.0
NRL,NUPUR RECYCLERS LIMITED,INE0JM501013,BE,NRL.NS,NRL,,
NRVANDANA,N R VANDANA TEX IND LTD,INE104101014,SM,NRVANDANA.NS,NRVANDANA,,
NSIL,NALWA SONS INVESTMENT LTD,INE023A01030,BE,NSIL.NS,NSIL,NSIL,532256.0
NSLNISP,NMDC STEEL LIMITED,INE0NNS01018,BE,NSLNISP.NS,NSLNISP,NSLNISP,543768.0
NTL,NEUEON TOWERS LIMITED,INE333I01036,BE,NTL.NS,NTL,,
NTPC,NTPC LTD,INE733E01010,BE,NTPC.NS,NTPC,NTPC,532555.0
NTPCGREEN,NTPC GREEN ENERGY LIMITED,INE0ONG01011,BE,NTPCGREEN.NS,NTPCGREEN,NTPCGREEN,544289.0
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,INE096B01018,BE,NUCLEUS.NS,NUCLEUS,NUCLEUS,531209.0
NURECA,NURECA LIMITED,INE0DSF01015,BE,NURECA.NS,NURECA,NURECA,543264.0
NUTEK,NU TEK INDIA LTD,INE318J01027,BE,NUTEK.NS,NUTEK,,
NUVAMA,NUVAMA WEALTH MANAGE LTD,INE531F01015,BE,NUVAMA.NS,NUVAMA,NUVAMA,543988.0
NUVOCO,NUVOCO VISTAS CORP LTD,INE118D01016,BE,NUVOCO.NS,NUVOCO,NUVOCO,543334.0
NV20,KOTAKMAMC - KTKNV20ETF,INF174K01Z71,EQ,NV20.NS,NV20,,
NV20BEES,NIP IND ETF ETF NV20,INF204KB18I3,EQ,NV20BEES.NS,NV20BEES,,
NV20IETF,ICICI PRUDENTIAL NV20 ETF,INF109KC11V0,EQ,NV20IETF.NS,NV20IETF,NV20IETF,539945.0
NYKAA,FSN E COMMERCE VENTURES,INE388Y01029,BE,NYKAA.NS,NYKAA,NYKAA,543384.0
OAL,ORIENTAL AROMATICS LTD,INE959C01023,BE,OAL.NS,OAL,OAL,500078.0
OBCL,ORISSA BENGAL CARRIER LTD,INE426Z01016,BE,OBCL.NS,OBCL,OBCL,541206.0
OBEROIRLTY,OBEROI REALTY LIMITED,INE093I01010,BE,OBEROIRLTY.NS,OBEROIRLTY,OBEROIRLTY,533273.0
OBSCP,OBSC PERFECTION LIMITED,INE0YHV01011,SM,OBSCP.NS,OBSCP,,
OCCL,ORIENTAL CARBN & CHEM LTD,INE321D01016,BE,OCCL.NS,OCCL,AGVENTURES,506579.0
OCCLLTD,OCCL LIMITED,INE0PK601023,BE,OCCLLTD.NS,OCCLLTD,OCCLLTD,544278.0
ODIGMA,ODIGMA CONSULTANCY SOL L,INE054301028,BE,ODIGMA.NS,ODIGMA,ODIGMA,544301.0
OFSS,ORACLE FIN SERV SOFT LTD.,INE881D01027,BE,OFSS.NS,OFSS,OFSS,532466.0
OIL,OIL INDIA LTD,INE274J01014,BE,OIL.NS,OIL,OIL,533106.0
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,INE591A01010,BE,OILCOUNTUB.NS,OILCOUNTUB,OILCOUNTUB,500313.0
OILIETF,ICICIPRAMC - OILIETF,INF109KC18W3,EQ,OILIETF.NS,OILIETF,OILIETF,544216.0
OISL,OCL IRON AND STEEL LTD,INE196J01019,BE,OISL.NS,OISL,,
OLAELEC,OLA ELECTRIC MOBILITY LTD,INE0LXG01040,BE,OLAELEC.NS,OLAELEC,OLAELEC,544225.0
OLECTRA,OLECTRA GREENTECH LIMITED,INE260D01016,BE,OLECTRA.NS,OLECTRA,OLECTRA,532439.0
OLIL,ONECLICK LOGISTICS IND L,INE0OPS01011,SM,OLIL.NS,OLIL,,
OMAXAUTO,OMAX AUTOS LTD,INE090B01011,BE,OMAXAUTO.NS,OMAXAUTO,OMAXAUTO,520021.0
OMAXE,OMAXE LIMITED,INE800H01010,BE,OMAXE.NS,OMAXE,OMAXE,532880.0
OMFURN,OMFURN INDIA LIMITED,INE338Y01016,SM,OMFURN.NS,OMFURN,,
OMINFRAL,OM INFRA LIMITED,INE239D01028,BE,OMINFRAL.NS,OMINFRAL,OMINFRAL,531092.0
OMKARCHEM,OMKAR SPL CHEM LTD,INE474L01016,BE,OMKARCHEM.NS,OMKARCHEM,OMKARCHEM,533317.0
ONDOOR,ON DOOR CONCEPTS LIMITED,INE00ER01015,SM,ONDOOR.NS,ONDOOR,,
ONELIFECAP,ONELIFE CAP ADVISORS LTD,INE912L01015,BE,ONELIFECAP.NS,ONELIFECAP,ONELIFECAP,533632.0
ONEPOINT,ONE POINT ONE SOL LTD,INE840Y01029,BE,ONEPOINT.NS,ONEPOINT,,
ONEPOINT,ONE POINT ONE SOL LTD,INE840Y01011,SM,ONEPOINT.NS,ONEPOINT,,
ONESOURCE,ONESOURCE SPECL PHARMA L,INE013P01021,BE,ONESOURCE.NS,ONESOURCE,ONESOURCE,544292.0
ONGC,ONGC DEPO. SETT.,INE213A01029,BE,ONGC.NS,ONGC,ONGC,500312.0
ONIDASAVAK,ONIDA SAVAK LTD,INE224101019,EQ,ONIDASAVAK.NS,ONIDASAVAK,,
ONMOBILE,ONMOBILE GLOBAL LTD.,INE809I01019,BE,ONMOBILE.NS,ONMOBILE,ONMOBILE,532944.0
ONWARDTEC,ONWARD TECHNOLOGIES LTD.,INE229A01017,BE,ONWARDTEC.NS,ONWARDTEC,ONWARDTEC,517536.0
ONYX,ONYX BIOTEC LIMITED,INE0WVU01018,SM,ONYX.NS,ONYX,,
OPAL,OPAL LUXURY TIME PROD LTD,INE520N01012,SM,OPAL.NS,OPAL,,
OPTELCOMM,OPTEL TELECOM. LTD,INE567701011,EQ,OPTELCOMM.NS,OPTELCOMM,,
OPTIEMUS,OPTIEMUS INFRACOM LTD,INE350C01017,BE,OPTIEMUS.NS,OPTIEMUS,OPTIEMUS,530135.0
OPTIVALUE,OPTIVALUE TEK CONSULT LTD,INE15B101011,SM,OPTIVALUE.NS,OPTIVALUE,,
OPTOCIRCUI,OPTO CIRCUITS (I) LTD,INE808B01016,BE,OPTOCIRCUI.NS,OPTOCIRCUI,,
ORBTEXP,ORBIT EXPORTS LIMITED,INE231G01010,BE,ORBTEXP.NS,ORBTEXP,ORBTEXP,512626.0
ORCHASP,ORCHASP LIMITED,INE215B01022,BE,ORCHASP.NS,ORCHASP,ORCHASP,532271.0
ORCHIDPHAR,ORCHID PHARMA LIMITED,INE191A01019,BE,ORCHIDPHAR.NS,ORCHIDPHAR,,
ORCHPHARMA,ORCHID PHARMA LIMITED,INE191A01027,BE,ORCHPHARMA.NS,ORCHPHARMA,ORCHPHARMA,524372.0
ORIANA,ORIANA POWER LIMITED,INE0OUT01019,SM,ORIANA.NS,ORIANA,,
ORICONENT,ORICON ENTERPRISES LTD,INE730A01022,BE,ORICONENT.NS,ORICONENT,ORICONENT,513121.0
ORIENTALTL,ORIENTAL TRIMEX LTD,INE998H01012,BE,ORIENTALTL.NS,ORIENTALTL,ORIENTALTL,532817.0
ORIENTBELL,ORIENT BELL LIMITED,INE607D01018,BE,ORIENTBELL.NS,ORIENTBELL,ORIENTBELL,530365.0
ORIENTCARB,ORIENTAL CARBON & CHEM,INE225301014,EQ,ORIENTCARB.NS,ORIENTCARB,,
ORIENTCEM,ORIENT CEMENT LTD.,INE876N01018,BE,ORIENTCEM.NS,ORIENTCEM,ORIENTCEM,535754.0
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,BE,ORIENTCER.NS,ORIENTCER,ORIENTCER,504879.0
ORIENTCONT,ORIENTAL CONTAINERS LTD.,INE730A01014,BE,ORIENTCONT.NS,ORIENTCONT,,
ORIENTELEC,ORIENT ELECTRIC LIMITED,INE142Z01019,BE,ORIENTELEC.NS,ORIENTELEC,ORIENTELEC,541301.0
ORIENTHOT,ORIENT HOTELS LTD.,INE750A01020,BE,ORIENTHOT.NS,ORIENTHOT,ORIENTHOT,500314.0
ORIENTLTD,ORIENT PRESS LIMITED,INE609C01024,BE,ORIENTLTD.NS,ORIENTLTD,ORIENTLTD,526325.0
ORIENTPPR,ORIENT PAPER & INDS LTD.,INE592A01026,BE,ORIENTPPR.NS,ORIENTPPR,ORIENTPPR,502420.0
ORIENTTECH,ORIENT TECHNOLOGIES LTD,INE0PPK01015,BE,ORIENTTECH.NS,ORIENTTECH,ORIENTTECH,544235.0
ORISSAMINE,ORISSA MIN DEV CO LTD,INE725E01024,BE,ORISSAMINE.NS,ORISSAMINE,ORISSAMINE,590086.0
ORKAY,ORKAY INDUSTRIES LTD,INE226801012,EQ,ORKAY.NS,ORKAY,,
ORTEL,ORTEL COMMUNICATIONS LTD,INE849L01019,BE,ORTEL.NS,ORTEL,ORTEL,539015.0
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,BE,ORTINGLOBE.NS,ORTINGLOBE,ORTINGLOBE,539287.0
ORTINLABSS,ORTIN LABORATORIES LTD,INE749B01012,BE,ORTINLABSS.NS,ORTINLABSS,,
ORTONSYNTH,ORTON SYNTHETICS LTD,INE462101010,EQ,ORTONSYNTH.NS,ORTONSYNTH,,
OSELDEVICE,OSEL DEVICES LIMITED,INE0RMF01018,SM,OSELDEVICE.NS,OSELDEVICE,,
OSIAHYPER,OSIA HYPER RETAIL LTD,INE06IR01013,SM,OSIAHYPER.NS,OSIAHYPER,,
OSIAHYPER,OSIA HYPER RETAIL LIMITED,INE06IR01021,BE,OSIAHYPER.NS,OSIAHYPER,,
OSWALAGFUR,OSWAL AGRO FURANE LTD,INE227301012,EQ,OSWALAGFUR.NS,OSWALAGFUR,,
OSWALAGRO,OSWAL AGRO MILLS LTD,INE142A01012,BE,OSWALAGRO.NS,OSWALAGRO,OSWALAGRO,500317.0
OSWALGREEN,OSWAL GREENTECH LIMITED,INE143A01010,BE,OSWALGREEN.NS,OSWALGREEN,OSWALGREEN,539290.0
OSWALPUMPS,OSWAL PUMPS LIMITED,INE0BYP01024,BE,OSWALPUMPS.NS,OSWALPUMPS,OSWALPUMPS,544418.0
OSWALSEEDS,SHREEOSWAL S AND CHE LTD,INE00IK01011,SM,OSWALSEEDS.NS,OSWALSEEDS,,
OSWALSEEDS,SHREEOSWAL S AND CHE LTD,INE00IK01029,BE,OSWALSEEDS.NS,OSWALSEEDS,,
OSWALSPG,OSWAL SPG & WEAVING MILLS,INE227701013,EQ,OSWALSPG.NS,OSWALSPG,,
OSWALSUG,OSWAL SUGARS LTD,INE227801011,EQ,OSWALSUG.NS,OSWALSUG,,
OTIS,OTIS - DEP RS,INE099A01014,BE,OTIS.NS,OTIS,,
OTOKLIN,OTOKLIN PLANTS & EQUIP. L,INE228201013,EQ,OTOKLIN.NS,OTOKLIN,,
OWAIS,OWAIS METAL & MINERAL,INE0R8M01017,SM,OWAIS.NS,OWAIS,,
PAAMDRUG,PAAM DRUGS & PHARMA LTD,INE229401018,EQ,PAAMDRUG.NS,PAAMDRUG,,
PAAMPHARMA,PAAM PHARMACEUTICALS LTD,INE229501015,EQ,PAAMPHARMA.NS,PAAMPHARMA,,
PACIFICIND,PACIFIC INDUSTRIES LTD,INE229701011,EQ,PACIFICIND.NS,PACIFICIND,,
PADMINPOLY,PADMINI TECH-ROLLING SETT,INE114B01019,BE,PADMINPOLY.NS,PADMINPOLY,,
PAEL,PAE LIMITED,INE766A01018,BE,PAEL.NS,PAEL,,
PAGEIND,PAGE INDUSTRIES LTD,INE761H01022,BE,PAGEIND.NS,PAGEIND,PAGEIND,532827.0
PAISALO,PAISALO DIGITAL LIMITED,INE420C01059,BE,PAISALO.NS,PAISALO,PAISALO,532900.0
PAKKA,PAKKA LIMITED,INE551D01018,BE,PAKKA.NS,PAKKA,PAKKA,516030.0
PALASHSECU,PALASH SECURITIES LTD,INE471W01019,BE,PALASHSECU.NS,PALASHSECU,PALASHSECU,540648.0
PALCREDIT,PAL CREDIT & CAPITAL LTD,INE230201019,EQ,PALCREDIT.NS,PALCREDIT,,
PALREDTEC,PALRED TECHNOLOGIES LTD,INE218G01033,BE,PALREDTEC.NS,PALREDTEC,PALREDTEC,532521.0
PANACEABIO,PANACEA BIOTEC LTD.,INE922B01023,BE,PANACEABIO.NS,PANACEABIO,PANACEABIO,531349.0
PANACHE,PANACHE DIGILIFE LIMITED,INE895W01019,BE,PANACHE.NS,PANACHE,,
PANAMAPET,PANAMA PETROCHEM LTD,INE305C01029,BE,PANAMAPET.NS,PANAMAPET,PANAMAPET,524820.0
PANASIGLOB,PAN ASIA GLOBAL LTD,INE568001015,EQ,PANASIGLOB.NS,PANASIGLOB,,
PANCARBON,PANA CARBON IND CO LTD,INE013E01017,BE,PANCARBON.NS,PANCARBON,PANCARBON,508941.0
PANCHMSTEL,PANCHMAHAL STEEL LTD,INE231301016,EQ,PANCHMSTEL.NS,PANCHMSTEL,,
PANDGRAPH,PANDIAN GRAPHITES (I) LTD,INE231401014,EQ,PANDGRAPH.NS,PANDGRAPH,,
PANSARI,PANSARI DEVELOPERS LTD,INE697V01011,BE,PANSARI.NS,PANSARI,,
PANYAMCEM,PANYAM CEMENT MINING INDS,INE232101019,EQ,PANYAMCEM.NS,PANYAMCEM,,
PAR,PAR DRUGS AND CHEM LTD,INE04LG01015,BE,PAR.NS,PAR,,
PARABDRUGS,PARABOLIC DRUGS LTD,INE618H01016,BE,PARABDRUGS.NS,PARABDRUGS,,
PARACABLES,PARAMOUNT COMM LTD,INE074B01023,BE,PARACABLES.NS,PARACABLES,PARACABLES,530555.0
PARADEEP,PARADEEP PHOSPHATES LTD,INE088F01024,BE,PARADEEP.NS,PARADEEP,PARADEEP,543530.0
PARAGMILK,PARAG MILK FOODS LTD.,INE883N01014,BE,PARAGMILK.NS,PARAGMILK,PARAGMILK,539889.0
PARAGON,PARAGON FINE S.C. LTD.,INE0N4G01012,SM,PARAGON.NS,PARAGON,,
PARAMATRIX,PARAMATRIX TECHNOLOGIES L,INE0S2W01018,SM,PARAMATRIX.NS,PARAMATRIX,,
PARAMOUNT,PARAMOUNT DYE TEC LIMITED,INE0TG801013,SM,PARAMOUNT.NS,PARAMOUNT,,
PARAS,PARAS DEF AND SPCE TECH L,INE045601023,BE,PARAS.NS,PARAS,PARAS,543367.0
PARASIND,PARASRAMPURIA INDUSTRIES,INE462601019,EQ,PARASIND.NS,PARASIND,,
PARASPETRO,PARAS PETROFILS LTD.,INE162C01024,BE,PARASPETRO.NS,PARASPETRO,PARASPETRO,521246.0
PARIN,PARIN ENTERPRISES LIMITED,INE00U801010,SM,PARIN.NS,PARIN,,
PARKEDAVIS,PARKE DAVIS LTD - DEP SET,INE254A01015,BE,PARKEDAVIS.NS,PARKEDAVIS,,
PARKHOTELS,PARKHOTELS,INE988S01028,BE,PARKHOTELS.NS,PARKHOTELS,PARKHOTELS,544111.0
PARRYAGRO,PARRY AGRO INDUSTRIES LTD,INE187C01013,BE,PARRYAGRO.NS,PARRYAGRO,,
PARSSYNTH,PARASRAMPURIA SYNTHETICS,INE232501010,EQ,PARSSYNTH.NS,PARSSYNTH,,
PARSVNATH,PARSVNATH DEVELOPER LTD,INE561H01026,BE,PARSVNATH.NS,PARSVNATH,PARSVNATH,532780.0
PARTH,PARTH ELEC & ENG LTD,INE1H7V01011,SM,PARTH.NS,PARTH,,
PARTYCRUS,PARTY CRUISERS LIMITED,INE06ZX01015,SM,PARTYCRUS.NS,PARTYCRUS,,
PASHUPATI,PASHUPATI COTSPIN LIMITED,INE124Y01010,BE,PASHUPATI.NS,PASHUPATI,PASHUPATI,544448.0
PASUPATSPG,PASHUPATI SPG & WVG MILLS,INE234301013,EQ,PASUPATSPG.NS,PASUPATSPG,,
PASUPTAC,PASUPATI ACRYLON LIMITED,INE818B01023,BE,PASUPTAC.NS,PASUPTAC,PASUPTAC,500456.0
PASUPTACRY,PASUPATIACRYLON-ROLLSETT,INE818B01015,BE,PASUPTACRY.NS,PASUPTACRY,,
PASUPTACRY,PASUPATI ACRYLON LTD,INE234101017,EQ,PASUPTACRY.NS,PASUPTACRY,,
PATANJALI,PATANJALI FOODS LIMITED,INE619A01035,BE,PATANJALI.NS,PATANJALI,PATANJALI,500368.0
PATELENG,PATEL ENGINEERING LTD.,INE244B01030,BE,PATELENG.NS,PATELENG,PATELENG,531120.0
PATELRMART,PATEL RETAIL LIMITED,INE0R8B01010,BE,PATELRMART.NS,PATELRMART,PATELRMART,544487.0
PATILAUTOM,PATIL AUTOMATION LIMITED,INE17GV01016,SM,PATILAUTOM.NS,PATILAUTOM,,
PATINT-RE1,PATEL INTEGRATED LOGISTIC,INE529D20022,BE,PATINT-RE1.NS,PATINT-RE1,,
PATINT-RE2,PATEL INTEGRATED LOGISTIC,INE529D20030,BE,PATINT-RE2.NS,PATINT-RE2,,
PATINTLOG,PATEL INT. LOG. LTD,INE529D01014,BE,PATINTLOG.NS,PATINTLOG,PATINTLOG,526381.0
PATSPINLTD,PATSPIN INDIALTD.,INE790C01014,BE,PATSPINLTD.NS,PATSPINLTD,PATSPINLTD,514326.0
PATTECH,PATTECH FITWELL TUB COM L,INE0NZW01014,SM,PATTECH.NS,PATTECH,,
PAVNAIND,PAVNA INDUSTRIES LIMITED,INE07S101038,BE,PAVNAIND.NS,PAVNAIND,PAVNAIND,543915.0
PAVNAIND,PAVNA INDUSTRIES LIMITED,INE07S101020,SM,PAVNAIND.NS,PAVNAIND,,
PAYTM,ONE 97 COMMUNICATIONS LTD,INE982J01020,BE,PAYTM.NS,PAYTM,PAYTM,543396.0
PBAINFRA,PBA INFRASTRUCTURE LTD.,INE160H01019,BE,PBAINFRA.NS,PBAINFRA,PBAINFRA,532676.0
PCBL,PCBL CHEMICAL LIMITED,INE602A01031,BE,PCBL.NS,PCBL,PCBL,506590.0
PCCL,PETRO CARBON AND CHEMI L,INE998U01015,SM,PCCL.NS,PCCL,,
PCJEWELLER,PC JEWELLER LTD,INE785M01021,BE,PCJEWELLER.NS,PCJEWELLER,PCJEWELLER,534809.0
PCL,PERTECH COMPUTERS LTD,INE238701010,EQ,PCL.NS,PCL,,
PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,INE865T01018,BE,PDMJEPAPER.NS,PDMJEPAPER,PDMJEPAPER,539785.0
PDPL,PARENTERAL DRUGS LTD,INE904D01019,BE,PDPL.NS,PDPL,,
PDSL,PDS LIMITED,INE111Q01021,BE,PDSL.NS,PDSL,PDSL,538730.0
PEARLPOLY,PEARL POLYMERS LTD,INE844A01013,BE,PEARLPOLY.NS,PEARLPOLY,PEARLPOLY,523260.0
PEERABASAN,PEERLESS ABASAN FINANCE L,INE236501016,EQ,PEERABASAN.NS,PEERABASAN,,
PEL,PIRAMAL ENTERPRISES LTD,INE140A01024,BE,PEL.NS,PEL,,
PELATRO,PELATRO LIMITED,INE0VG601013,SM,PELATRO.NS,PELATRO,,
PENAPATSEC,PENNAR PATERSON LTD.,INE237201012,EQ,PENAPATSEC.NS,PENAPATSEC,,
PENARSTEEL,PENNAR INDSLTD-DEPO,INE932A01016,BE,PENARSTEEL.NS,PENARSTEEL,,
PENIND,PENNAR INDUSTRIES LTD,INE932A01024,BE,PENIND.NS,PENIND,PENIND,513228.0
PENINLAND,PENINSULA LAND LIMITED,INE138A01028,BE,PENINLAND.NS,PENINLAND,PENINLAND,503031.0
PENNARALUM,PENNAR ALUMIMIUM  CO LTD.,INE057C01018,BE,PENNARALUM.NS,PENNARALUM,,
PENTAGOLD,PENTA GOLD LIMITED,INE175Y01012,SM,PENTAGOLD.NS,PENTAGOLD,,
PENTAGON,PENTAGON RUBBER LIMITED,INE0ORS01017,SM,PENTAGON.NS,PENTAGON,,
PENTFRPROD,PENTAFOUR PRODUCTS LTD,INE237501015,BE,PENTFRPROD.NS,PENTFRPROD,,
PENTFRSOLC,PENTAFOUR SOLEC TECHNOLOG,INE237701011,EQ,PENTFRSOLC.NS,PENTFRSOLC,,
PERFECT,PERFECT INFRAENGINEER LTD,INE925S01012,SM,PERFECT.NS,PERFECT,,
PERMAGNET,PERMANENT MAGNETS LTD,INE462801015,EQ,PERMAGNET.NS,PERMAGNET,,
PERSISTENT,PERSISTENT SYSTEMS LTD,INE262H01021,BE,PERSISTENT.NS,PERSISTENT,PERSISTENT,533179.0
PETRONENGG,PETRON ENGG CONSTRUCT LTD,INE742A01019,BE,PETRONENGG.NS,PETRONENGG,,
PETRONET,PETRONET LNG LIMITED,INE347G01014,BE,PETRONET.NS,PETRONET,PETRONET,532522.0
PFC,POWER FIN CORP LTD.,INE134E01011,BE,PFC.NS,PFC,PFC,532810.0
PFIMXPHARM,PFIMEX PHARMACEUTICALS LT,INE239101012,EQ,PFIMXPHARM.NS,PFIMXPHARM,,
PFIZER,PFIZER LTD. - DEPO. SETT.,INE182A01018,BE,PFIZER.NS,PFIZER,PFIZER,500680.0
PFOCUS,PRIME FOCUS LIMITED,INE367G01038,BE,PFOCUS.NS,PFOCUS,PFOCUS,532748.0
PFS,PTC INDIA FIN SERV LTD,INE560K01014,BE,PFS.NS,PFS,PFS,533344.0
PGEL,PG ELECTROPLAST LTD,INE457L01029,BE,PGEL.NS,PGEL,PGEL,533581.0
PGHH,P&G HYGIENE & HEALTH CARE,INE179A01014,BE,PGHH.NS,PGHH,PGHH,500459.0
PGHL,PROCTER & GAMBLE HEALTH L,INE199A01012,BE,PGHL.NS,PGHL,PGHL,500126.0
PGIL,PEARL GLOBAL IND LIMITED,INE940H01022,BE,PGIL.NS,PGIL,PGIL,532808.0
PHANTOMFX,PHANTOM DIGITAL EFF LTD,INE0MLZ01019,SM,PHANTOMFX.NS,PHANTOMFX,,
PHARMABEES,NIPPONAMC - NETFPHARMA,INF204KC1089,EQ,PHARMABEES.NS,PHARMABEES,,
PHILIPS,PHILIPS DEPO (ODD LOT),INE319A01016,BE,PHILIPS.NS,PHILIPS,,
PHOENIXLTD,THE PHOENIX MILLS LTD,INE211B01039,BE,PHOENIXLTD.NS,PHOENIXLTD,PHOENIXLTD,503100.0
PHOENXINTL,PHOENIX INTERNATIONAL LTD,INE245B01011,BE,PHOENXINTL.NS,PHOENXINTL,PHOENXINTL,526481.0
PHOGLOBAL,PHOENIX OVERSEAS LIMITED,INE0FPO01018,SM,PHOGLOBAL.NS,PHOGLOBAL,,
PICCADIL,PICCADILY AGRO INDUSTRI L,INE546C01010,BE,PICCADIL.NS,PICCADIL,PICCADIL,530305.0
PICCADSUG,PICCADILLY SUGAR & ALLIED,INE240601018,EQ,PICCADSUG.NS,PICCADSUG,,
PIDILITIND,PIDILITIND -DEPO (OL),INE318A01026,BE,PIDILITIND.NS,PIDILITIND,PIDILITIND,500331.0
PIGL,POWER INSTRUMENT (G) LTD,INE557Z01018,BE,PIGL.NS,PIGL,PIGL,543912.0
PIIND,PI INDUSTRIES LTD,INE603J01030,BE,PIIND.NS,PIIND,PIIND,523642.0
PILANIINVS,PILANI INV & IND COR LTD,INE417C01014,BE,PILANIINVS.NS,PILANIINVS,PILANIINVS,539883.0
PILITA,PIL ITALICA LIFESTYLE LTD,INE600A01035,BE,PILITA.NS,PILITA,PILITA,500327.0
PINCON,PINCON SPIRIT LTD,INE675G01018,BE,PINCON.NS,PINCON,,
PIONDIST,PIONEER DIST LTD,INE889E01010,BE,PIONDIST.NS,PIONDIST,,
PIONEEREMB,PIONEER EMBROIDERIES LTD,INE156C01018,BE,PIONEEREMB.NS,PIONEEREMB,PIONEEREMB,514300.0
PITTIECEM,PITTIE CEMENT LTD,INE242101017,EQ,PITTIECEM.NS,PITTIECEM,,
PITTIEFIN,PITTIE FINANCE- ROLL SETT,INE331B01019,BE,PITTIEFIN.NS,PITTIEFIN,,
PITTIEFIN,PITTIE FINANCE LTD,INE242201015,EQ,PITTIEFIN.NS,PITTIEFIN,,
PITTIENG,PITTI ENGINEERING LIMITED,INE450D01021,BE,PITTIENG.NS,PITTIENG,PITTIENG,513519.0
PIXTRANS,PIX TRANSMISSIONS LIMITED,INE751B01018,BE,PIXTRANS.NS,PIXTRANS,PIXTRANS,500333.0
PKTEA,THE P K TEA PROD CO LTD,INE431F01018,BE,PKTEA.NS,PKTEA,,
PLADAINFO,PLADA INFOTECH SERVICES L,INE0PXD01014,SM,PLADAINFO.NS,PLADAINFO,,
PLASTIBLEN,PLASTIBLENDS INDIA LTD,INE083C01022,BE,PLASTIBLEN.NS,PLASTIBLEN,PLASTIBLEN,523648.0
PLATIND,PLATINUM INDUSTRIES LTD,INE0PT501018,BE,PLATIND.NS,PLATIND,PLATIND,544134.0
PLAZACABLE,PLAZA WIRES LIMITED,INE0INJ01017,BE,PLAZACABLE.NS,PLAZACABLE,PLAZACABLE,544003.0
PNB,PUNJAB NATIONAL BANK,INE160A01022,BE,PNB.NS,PNB,PNB#,132461.0
PNBGILTS,PNB GILTS LIMITED,INE859A01011,BE,PNBGILTS.NS,PNBGILTS,PNBGILTS,532366.0
PNBHOUSING,PNB HOUSING FIN LTD.,INE572E01012,BE,PNBHOUSING.NS,PNBHOUSING,PNBHOUSING,540173.0
PNC,PRITISH NANDY COMMUNICATI,INE392B01011,BE,PNC.NS,PNC,PNC,532387.0
PNCINFRA,PNC INFRATECH LTD.,INE195J01029,BE,PNCINFRA.NS,PNCINFRA,PNCINFRA,539150.0
